SUBJ ID;EXPERIMENT;EV__epsilon;EUT__epsilon;EUT__gamma;SEM__epsilon;SEM__tau;SEU__delta;SEU__epsilon;SEU__gamma;SEU__tau;PT-Edit1__epsilon;PT-Edit1__gamma;PT-Edit1__sigma;PT-Edit1__tau;PT-Edit1__theta;PT-Edit2__epsilon;PT-Edit2__gamma;PT-Edit2__sigma;PT-Edit2__tau;PT-Edit2__theta;CPT-TK__epsilon;CPT-TK__gamma;CPT-TK__sigma;CPT-TK__tau;CPT-TK__theta;CPT-LBW__delta;CPT-LBW__epsilon;CPT-LBW__gamma;CPT-LBW__mu;CPT-LBW__sigma;CPT-LBW__tau;CPT-LBW__theta;CPT-Prelec__alpha;CPT-Prelec__beta;CPT-Prelec__epsilon;CPT-Prelec__gamma;CPT-Prelec__sigma;CPT-Prelec__tau;CPT-Prelec__theta;Dual-1__epsilon;Dual-2__epsilon;Regret-Bell__alpha;Regret-Bell__beta;Regret-Bell__epsilon;Regret-Bell__kappa;Regret-Bell__lambda;Regret-LS__alpha;Regret-LS__beta;Regret-LS__epsilon;Regret-LS__gamma;Regret-LS__kappa;Regret-LS__lambda;Salience__alpha;Salience__beta;Salience__epsilon;Salience__gamma;Salience__rho;Aspiration__alpha;Aspiration__beta;Aspiration__delta;Aspiration__epsilon;Aspiration__gamma;Below-mean Semivariance__epsilon;Below-mean Semivariance__kappa;Certainty Equivalence__epsilon;CoefVar__epsilon;CoefVar__kappa;DFT__epsilon;DFT__gamma;Distracted DFT__epsilon;Distracted DFT__gamma;Distracted DFT__mu;Disappointment-Bell__epsilon;Disappointment-Bell__nu;Disappointment-LS1__alpha;Disappointment-LS1__epsilon;Disappointment-LS1__kappa;Disappointment-LS2__alpha;Disappointment-LS2__epsilon;Disappointment-LS2__gamma;Disappointment-LS2__kappa;Disappointment-DC1__alpha;Disappointment-DC1__beta;Disappointment-DC1__epsilon;Disappointment-DC1__kappa;Disappointment-DC1__lambda;Disappointment-DC2__alpha;Disappointment-DC2__beta;Disappointment-DC2__epsilon;Disappointment-DC2__gamma;Disappointment-DC2__kappa;Disappointment-DC2__lambda;Dual System-M__epsilon;Dual System-M__gamma;Dual System-M__mu;Dual System-LOB__epsilon;Dual System-LOB__gamma;Dual System-LOB__kappa;Dual System-LOB__mu;Mean Alpha-target__alpha;Mean Alpha-target__delta;Mean Alpha-target__epsilon;Mean Alpha-target__kappa;Mean Below-target__delta;Mean Below-target__epsilon;Mean Below-target__kappa;Mean StdDev__epsilon;Mean StdDev__kappa;Mean Target Semivariance__delta;Mean Target Semivariance__epsilon;Mean Target Semivariance__kappa;Mean Variance__epsilon;Mean Variance__kappa;Noisy Retrieval__epsilon;Noisy Retrieval__gamma;Noisy Retrieval__mu;Subjective Expected Pleasure__alpha;Subjective Expected Pleasure__beta;Subjective Expected Pleasure__chi;Subjective Expected Pleasure__epsilon;Subjective Expected Pleasure__kappa;Subjective Expected Pleasure__lambda;Subjective Expected Pleasure__psi;Subjective Expected Pleasure__rho;Subjective Expected Pleasure__upsilon;Odds-based SWU__epsilon;Odds-based SWU__gamma;Odds-based SWU__tau;UWS__iota;UWS__mu;Variance Skewness__epsilon;Variance Skewness__nu;Variance Skewness__phi;Venture__beta;Venture__delta;Venture__epsilon;Venture__gamma;Venture__sigma;Venture__tau;Venture__theta;RAM__epsilon;RAM__gamma;RAM__tau;TAX__epsilon;TAX__gamma;TAX__kappa;TAX__tau;Heuristic BTA__omega;Heuristic CC__omega;Heuristic EP__omega;Heuristic RELM__kappa;Heuristic LL__omega;Heuristic LEPE__omega;Heuristic LPE__omega;Heuristic Minimax__omega;Heuristic Minimax Regret__omega;Heuristic ML__omega;Heuristic MPW__omega;Heuristic Priority__omega;Heuristic Similarity-Leland__alpha;Heuristic Similarity-Leland__beta;Heuristic Similarity-Leland__delta;Heuristic Similarity-Leland__gamma;Heuristic Similarity-Leland__omega
255;Pachur18_e1_session1;0.093399183;0.191255981;0.85298216;0.118492965;0.597617199;0.455250038;0.60516492;0.770449022;0.36335453;0.235841539;0.849497057;1;0.764840025;0.816092036;0.111686196;1;1;0.759780459;0.780385602;0.241133456;0.867691717;1;0.654082646;0.55949198;0.99999919;0.365474736;0.792630044;0.735703394;1;0.468943135;0.642753685;0.967073469;0.760314927;0.569203922;0.701480709;1;0.519210838;0.579437659;0.059813047;0.037717403;72.22945357;5.109529937;0.094298832;2.79E-161;2.30288E-09;1.079198184;10.69823094;0.000335309;0.771424958;745.1332185;1.63887E-14;9.2239E-14;0.679055336;0.081043604;1;8.41824E-16;2.293654452;0.444237236;0.154486819;0.184018568;0.856625793;0.093399181;4.6882E-17;0.075824214;0.086440322;238.4631404;18.74529604;1;25.69500208;0.863336039;0.400336251;0.091827723;0.103970594;1.000616552;0.115442519;745.133219;1.000651026;0.320969528;0.801359369;745.133219;1.54010526;1.534462418;0.094219429;15.14076754;15.54560228;1.427212599;1.419149095;0.324440811;0.74688924;33.38082829;34.34292194;0.456075585;0.549533037;0.809972038;0.373457273;0.707399654;0.287669861;0.985984724;0.89797699;1;0.000229827;608.7988344;0.296622428;0.093399182;1.728E-15;0.093399182;9.55842E-16;7.79299E-10;0.093399184;0.372140266;0.093399181;6.83548E-18;0.586816381;0.707399653;0.361021639;0.888146023;17.79087557;9.149538715;0.051260478;3.250321035;9.5966E-38;2.5468E-24;1.49822E-18;1.78474E-46;0.437922614;0.752341771;0.537328503;1;4.86558E-16;0.08995599;0.001995689;-0.705051857;4.71632E-22;5.03639E-16;0.274124323;0.879011762;1;0.571980965;0.43029793;0.070867041;0.987490424;0.712311863;0.437922605;0.752341774;2.29064E-16;0.537328503;0.769230769;0.727272724;0.622222223;0.269548632;0.5;0.593406601;0.648351649;0.522222218;0.622222223;0.595505621;0.630952384;0.560439559;1.600505207;2.975043873;0.207164628;0.871504301;0.776470582
256;Pachur18_e1_session1;0.056946122;0.05694612;1;0.106006854;0.247542947;1;0.106006854;1;0.24754294;0.070600721;1;1;0.755908271;0.690739738;0.070591552;1;1;0.755868746;0.690874978;0.072369829;1;1;0.730135741;0.531545879;0.999757943;0.13293815;0.999999993;0.950640931;1;0.090795694;0.64508376;0.851257546;0.31155379;0.105840034;1;1.217015576;3.87223E-17;0.876858646;0.027572139;0.013637756;1.562208258;86.80700226;4.13757E-05;169.4766891;5.4953E-188;40.9367057;1.565180865;3.02431E-05;1;6.40925E-86;234.0625211;1.45946E-13;1.583114968;0.069194735;1;1.63202E-13;10.13895069;94.02973636;0.593624922;0.023377087;1;0.05694612;1.30125E-17;0.082118361;0.059392439;8.80105E-13;9.766223737;1;70.86260585;1;0.671736172;0.054537907;0.659955228;1.001106779;0.083572968;745.133219;1.001106779;0.083572977;1;745.1332191;1.386430833;1.80927E-14;0.050052469;0.219893074;100.3382515;1.386430582;1.99125E-12;0.050052463;1;0.219893337;100.3382351;0.11426754;1;0.617271572;0.014468691;1;4.46009921;0.546506598;2.14691E-27;0.590810138;0.023377087;104.168693;0.956801526;0.056946121;2.21175E-15;0.056946121;7.86526E-16;4.58765E-10;0.056946121;0.805920184;0.056946121;1.68908E-17;0.114267539;1;0.617271577;0.834498332;6.35372E-50;1.384965237;0.005598922;45.59345716;4.01476E-26;0.00802667;1.86610381;745.1332191;0.106006854;1;0.247542941;1;0.212089933;0.053154046;0.006142695;-1.798735595;5.64248E-59;0.181441264;0.082064965;1;1;0.632045431;0.497484003;0.04305653;1;0.137781079;0.106006849;1;2.47238E-17;0.24754293;0.807692306;0.848484843;0.777777776;0.196977521;0.5;0.692307699;0.74725274;0.500000003;0.777777777;0.539325845;0.58333333;0.505494506;3.552237357;0.014641104;0.534403589;0.872849789;0.666666673
257;Pachur18_e1_session1;0.082286003;0.269036785;0.760762688;0.092842505;0.769201086;0.194220101;1.181897375;0.705599085;0.363791897;0.40317546;0.739203852;1.056807141;0.6734532;0.697695294;0.234963421;0.841491578;1;0.699312315;0.614894367;0.282894758;0.800407746;1.17894648;0.64843748;0.750868535;0.491594775;0.205091747;0.883407142;1;1;0.887369605;0.574662722;0.737781223;1.269248481;0.321232575;0.791881363;1;0.739128741;0.681743068;0.092663356;0.068269943;1.45451E-24;1.668797284;0.000763865;745.1332191;6.846798837;7.66873E-23;1.82682696;0.001093363;0.796272791;745.1332191;14.08341256;5.86912E-14;0.644783777;0.073511166;1;6.69307E-14;3.107621636;2.744225209;0.281632071;0.217649027;0.780773055;0.107216107;0.00934272;0.05077948;0.078566568;1.07355E-11;20.64555671;1;20.6455574;1;7.37463E-15;0.09451056;-0.483209709;1.377153029;0.096009151;0.262383979;1.100148989;0.565683492;0.662322404;4.202061845;1.99708E-15;1.840940817;0.100188724;32.44884453;0.012295464;1.69747E-14;2.016359489;0.189885895;0.866950238;14.06438993;0.008179146;1.184833288;0.169142127;0.932237254;0.247610795;0.700577544;0.516740848;0.247360259;2.697180376;1;0.077312226;0.000155606;0.855555556;0.00131932;87.72273568;0.095413094;0.245729112;0.984489155;0.065047954;0.007199716;0.096383602;0.00438277;0.407211309;0.700577541;0.155447052;1.96866E-29;1.691575003;3.41907E-20;0.045095748;12.31188721;0.191244198;2.14689551;76.70794108;0.008854834;0.512314915;0.67583584;0.65594495;2;0.006866083;0.0963836;-0.00438277;0.107022888;0.652352724;0.025686481;0.143848574;1;1;0.527184461;0.343649747;0.21086126;0.845530809;0.810950757;0.475612289;0.70693561;0.266068884;0.647440069;0.576923075;0.575757578;0.566666669;0.248283477;0.546666665;0.527472528;0.516483511;0.533333329;0.56666667;0.539325839;0.571428565;0.538461541;0.19851127;0.020500442;0.518031444;0.622830455;0.758620693
258;Pachur18_e1_session1;0.118006684;0.235754166;0.85793684;0.119447036;0.964816021;1;0.274640703;0.835860329;0.879659819;0.25289038;0.852130298;1.072679292;0.864445365;1;0.180693726;0.914908363;1.042100912;0.933602868;1;0.248641853;0.842599185;1.204364621;1;0.713098297;1;0.181929531;0.898917232;0.707684581;1.329124713;0.962782467;0.781620247;1.03340393;0.911093401;0.269539291;0.819967699;1.315941886;1;0.666327406;0.074360566;0.048690157;0.856037049;20.14256889;0.000278271;745.133219;3.57401E-42;17.92453417;0.784224779;0.000881045;0.776900429;1.92994E-29;745.1332191;7.74121E-15;0.794787174;0.116083305;1;2.32309E-14;7.476308187;2.38722E-55;4.58198E-17;0.194140773;0.904525081;0.124134009;0.00198044;0.068745556;0.123917931;74.13274388;42.42975485;1;34.80597442;0.888267527;0.219646528;0.117887981;0.004260531;2.680929216;0.121659871;8.03881E-05;2.096322881;0.26608333;0.842021157;0.004116386;58.61083122;80.40449864;0.130578377;4.6429E-125;8.7123E-173;44.3759179;64.6813088;0.280970609;0.848806964;4.86743E-82;1.1399E-120;1.28816387;0.187898196;0.910502841;0.04934909;0.799615144;5.521022784;0.082508285;28.10259806;1;0.129719845;1.10017E-61;0.02247191;0.118431403;2.422207189;0.119031728;0.017449403;0.029026796;0.120141167;0.602325518;0.121380228;0.000802934;0.344286538;0.799615143;0.130588886;7.410628982;2.05753E-08;1.38224E-38;0.11132097;8.65344E-15;22.21622817;33.02633034;32.21384357;1.48439E-71;0.274640699;0.835860334;0.879659807;7;0.088822557;0.121380226;-0.000802934;-0.275596757;2.00689E-16;0.02996691;0.225583704;0.867950587;1.087815431;0.046306414;0.061020599;0.074360566;1;1;0.274640703;0.835860333;9.31915E-15;0.879659811;0.576923074;0.727272732;0.58888889;0.430547967;0.546666669;0.615384615;0.648351649;0.511111104;0.588888886;0.674157303;0.749999999;0.516483519;1.813634696;0.806649786;0.309652658;0.767830212;0.818181816
259;Pachur18_e1_session1;0.112211997;0.265846452;0.820630234;0.112211999;1;0.648103011;0.160237422;0.944630366;1;0.266983013;0.819844652;1;1;1;0.258564471;0.825086815;1;1;1;0.265846413;0.820630265;1;0.99999994;0.999999997;1;0.248223686;0.832516466;0.873782724;1;1;1;1.183731297;1.018573111;0.21791768;0.858477645;1.000000001;1;1;0.064708563;0.044296085;1.596888033;6.46677E-25;0.002841396;2.193078977;745.1332191;5.65178E-23;1.42515859;0.002940245;0.744655346;745.1332191;23.60173131;1.69872E-13;1.205972117;0.721426766;0.644079274;7.4587E-14;2.636586694;1.55549E-13;0.863668334;0.418514741;0.686097659;0.112211996;3.97097E-17;0.040602818;0.1154205;2.85643E-12;29.15755172;1;29.1575533;1;1.11036E-16;0.110934077;0.055457358;6.5483E-16;0.103791711;15.25133444;1.51712E-15;0.103791715;1;15.25133325;0.011330711;4.10175E-15;0.109823604;711.4643292;745.1332191;0.005733005;9.88226E-17;0.358335399;0.751919193;732.4535007;745.1332191;1.246530868;2.03138E-15;0.909747274;0.265846449;0.820630237;1.35305E-16;0.837889646;4.42422E-15;0.866411642;0.101683326;5.569113031;0.4;0.111302623;0.051047199;0.112211999;4.03952E-16;1;0.109701585;0.000467112;0.112212;1.41237E-17;0.26584646;0.820630228;9.77E-16;2.88348E-16;1.66625E-37;16.1791138;0.08336829;9.93736E-55;39.72433927;7.15117E-57;3.77925E-35;1.41912E-25;0.265846454;0.82063023;1;40;0.292850726;0.111678734;0.000169245;-0.088862637;0.109005667;1.38615E-15;0.225158478;0.857010668;1;4.05685E-15;3.93829E-14;0.070448731;0.981585719;1;0.265846448;0.820630238;1.0666E-16;1;0.538461543;0.575757575;0.500000006;0.249638404;0.679999999;0.626373626;0.637362631;0.5;0.500000004;0.685393255;0.714285715;0.5;0.142774878;0.131669939;0.931909298;0.847984266;0.808988768
260;Pachur18_e1_session1;0.064780039;0.396174446;0.630993188;0.064780037;1;0.807825298;0.331390347;0.666422457;1;0.396175389;0.630992937;1;1;1;0.216986437;0.755084395;1;1;0.939620034;0.443131669;0.609747815;1;1;0.867722449;1;0.517360447;0.58126338;1;1.000105119;1;0.713834138;0.572572998;0.706815384;1.901993214;0.358739249;1;1;0.505681286;0.052118435;0.038929127;4.7693E-13;1.149197942;0.001249487;745.133219;19.52673521;0.918095632;9.25173E-58;0.001579397;0.366712257;661.1671763;745.1332184;2.38472E-13;1.362834002;1.206036056;0.463247126;6.16692E-14;42.12757202;5.5198E-35;0.396733127;0.046355569;0.999372934;0.068389379;0.00313996;0.02821301;0.064419479;1.56617E-11;18.7162139;1;18.71621382;1;3.9352E-16;0.066444789;-0.162592617;0.193976001;0.056435079;9.617060374;0.228357795;0.277623939;0.681230052;1.88813887;1.55604E-45;5.313248584;0.069142546;28.07590377;1.67578E-10;5.254876168;5.254988044;0.822763682;0.468013711;0.639427449;0.639231835;0.719816012;1.09863E-14;0.909747291;0.074358345;0.630993178;4.327908564;1.74313E-15;1.72283E-42;0.396862183;0.046208377;42.27741341;0.611940299;0.055513224;0.420880429;0.067721425;0.11987558;0.702477879;0.062115198;0.002411917;0.067473721;0.001870731;0.39617446;0.630993181;2.45974E-16;7.75117E-11;1.94657E-17;2.35211E-14;0.056402896;2.37528E-05;38.68870764;1.300815086;88.4178098;0.171037521;0.396174452;0.630993186;1;2;0.118293887;0.067473721;-0.001870731;-1.404623895;0.144854227;0.007744233;0.368811732;0.649719108;1;3.6188E-17;0.194170682;0.085153351;0.894022541;1;0.353313421;0.667340057;0.305533267;1;0.615384616;0.515151519;0.5;0.220426526;0.666666666;0.549450545;0.538461539;0.5;0.5;0.651685388;0.642857137;0.5;2.11951099;0.25319746;0.264130561;0.651964607;0.779411768
261;Pachur18_e1_session1;0.155080423;0.220737815;0.925801569;0.16155089;0.904187726;0.7850941;0.253437836;0.92863258;0.767604739;0.167677973;0.98817152;1;0.95775638;0.391614586;0.158042791;1;1;0.95915492;0.383044298;0.29170846;0.886273843;1;1;0.427248085;1;0.18187658;1;0.289040381;1;0.919740864;0.768898455;1.625043934;0.435574162;3.464143053;0.492151613;1;1;0.620902707;0.04800116;0.02360768;7.188538288;1.456577878;0.040270667;1.20768E-13;0.531508945;7.780986231;1.338078242;0.013653748;0.906895137;5.43664E-13;5.668633557;7.50607E-14;0.813324571;0.143317991;1;4.10206E-16;6.98813402;1.383236934;0.77465342;0.776310331;0.61011424;0.155080421;1.64421E-18;0.081800425;0.143436142;114.5960991;62.67275842;0.946780311;62.67275919;0.946780312;1.95553E-15;0.154833485;0.6127817;4.623163672;0.16870667;1.08744E-08;4.719245079;0.237066141;0.927803808;2.21285E-08;0.223818464;0.200535695;0.161381145;684.7850595;745.133219;0.235222543;0.206972842;0.640697454;0.731335542;240.0609294;257.2885353;0.553252402;0.342738426;0.726787095;0.265723853;0.863761801;0.154040534;0.5113802;7.15475E-16;0.76584503;0.112450415;45.442576;0.882752799;0.155080421;3.15147E-16;0.155080418;5.035E-17;9.39577E-10;0.15508042;0.517591607;0.155080422;2.46839E-18;0.327588049;0.863761795;0.127794288;4.401660168;3.51746E-10;0.312025343;0.164723359;5.92513E-08;2.29296E-15;3.95668E-14;34.79853045;93.38832164;0.261874645;0.9023669;0.864676547;49;0.1848614;0.148183981;0.004535292;-0.231445345;8.56134E-37;4.66351E-25;0.315917139;0.89131738;1;2.12155E-22;0.440931128;0.048001163;1;1;0.261874649;0.902366895;1.41082E-16;0.864676531;0.692307694;0.636363649;0.611111099;0.282908632;0.586666666;0.736263737;0.769230769;0.5;0.611111113;0.651685399;0.690476189;0.5;0.018984;1.353017972;0.863776469;0.961024544;0.844444442
262;Pachur18_e1_session1;0.024781566;0.371857449;0.496910442;0.030768886;0.628940189;0.065702474;36.90121309;0.144810551;0.07154674;0.35940433;0.537456706;1;0.820244923;1.46617E-15;0.070555625;0.856079185;1;0.801942618;9.70841E-06;2.050474281;0.222220445;1.957991883;0.64569665;0.201592242;0.311516769;912632.2815;5.16194E-07;1.05485E-07;3.366624639;6.37796E-28;0.999999998;17.72766841;1.556772166;999980.7114;4.50405E-07;3.522893978;8.0884E-18;0.104013577;0.00703288;8.32667E-16;1.168965675;1.168968747;1.73267E-05;745.1332168;1.88815686;0.955149332;0.955150065;0.000430652;0.477534999;745.1332174;274.7247484;9.62116E-15;5.03384238;6.666123541;1.83053E-15;0.001688263;2.312522043;1.56958E-12;0.642708534;0.445581367;0.36574303;0.024781566;6.80193E-17;0.022565477;0.020735763;94.16969966;0.019092383;0.062288758;0.045263987;0.09940473;0.070055447;0.022882447;1.449123874;1.000924822;0.032104577;745.133219;1.000926598;0.605395821;0.469450352;745.1332188;2.71339E-16;2.821766004;0.037793069;224.5581072;6.30178E-05;0.015727249;8.034782858;0.496377851;0.499942748;16.56669016;4.02899E-10;454399.0594;1.23749E-06;0.999999947;0.882789268;0.254993552;0.968898266;0.932000177;7.93019E-26;0.641388726;0.003166062;396.9149973;0.886626616;0.024781567;5.25816E-14;0.024781565;1.64159E-15;4.45366E-09;0.024781567;0.115865103;0.024781568;3.53395E-18;2.53529283;0.254993546;0.628858753;1.24832E-40;2.55654E-07;5.45139E-21;0.037793071;2.42971E-57;7.37621E-52;2.821765761;224.5580974;6.30179E-05;1.712419975;0.304170268;0.296935377;3;0.629285782;0.022943869;0.006975303;0.639017328;3.38594E-56;7.76373E-29;0.519100834;0.468041404;1;2.63371E-21;0.586388792;0.224004413;0.486460515;0.378890997;1.712419964;0.304170265;1.63253E-28;0.296935372;0.807692312;0.575757574;0.500000004;0.113266283;0.506666662;0.53846154;0.571428571;0.5;0.500000002;0.5;0.500000007;0.5;0.000114886;9.6417E-10;0.848888377;0.031326475;0.689655175
263;Pachur18_e1_session1;0.09517564;1.291401379;0.508421381;0.102928572;0.827713884;1;2.368525112;0.453299246;0.61759789;1.387388421;0.521045383;1;0.849618507;0.640196339;0.168507685;0.900618721;1;0.905408117;0.49047528;2.381703544;0.436092191;1;0.811773224;0.522194105;1;2.523912844;0.502321674;0.437651807;1;0.521427421;0.812036081;0.633669663;0.525054975;13.58167402;0.196411408;1;0.833277642;0.27094102;0.056686471;0.035278715;2.657702973;1.527654186;1.55365E-05;1.164110974;745.1332189;19.16864591;3.492444782;1.913340672;0.440099212;3.35557E-21;0.003702122;0.224857692;0.807024691;0.729094601;0.597355125;0.032797162;0.963119568;2.54949E-05;0.701953446;1.773596415;0.402101147;0.095175639;4.04519E-17;0.059244851;0.090255659;75.97852024;3.893466572;0.632973655;4.372558612;0.540436042;0.178472016;0.092809339;0.166617842;4.334405986;0.103051316;6.40095E-08;1.288046114;2.04544273;0.474421886;1.03424224;7.48884E-27;0.02670015;0.111918581;745.1332191;621.7714614;9.42713E-26;0.000610228;1.302422067;0.531976149;745.133219;738.6359425;378463.6395;1.24055E-06;0.999999737;0.003475697;0.436846572;636.837098;0.159208996;7.00742E-41;2.50383E-17;0.099247202;24.88774025;0.98;0.000132668;745.1332189;0.095175639;1.2367E-16;4.78754E-10;0.095175641;3.979778404;0.095175639;5.24312E-18;2.569329861;0.436846568;0.274313998;2.13568127;9.41928E-25;6.47124E-15;0.090305386;0.006922666;2.4781E-38;0.03781248;745.1332191;577.1953393;2.368525105;0.453299244;0.617597895;1;1.69117E-14;0.092635171;0.001290789;-2.192567211;2.35506E-24;1.19763E-16;1.679278366;0.516122362;1;0.143335621;0.455589352;0.42382218;0.598551503;0.874180674;2.368525045;0.453299252;6.25108E-16;0.617597891;0.846153846;0.606060613;0.555555559;0.26033859;0.586666671;0.59340659;0.62637363;0.5;0.555555561;0.539325847;0.535714283;0.5;0.081247542;0.662910851;0.853422124;0.223982809;0.822784812
264;Pachur18_e1_session1;0.070906006;0.336934595;0.689164144;0.070906006;1;1;0.342644223;0.687783394;0.971762159;0.2237913;0.779509858;1.400609198;0.805142304;1;0.232436428;0.787783471;1;0.728921006;1;0.14534901;0.937525219;1.223288823;0.526774998;1;0.429433402;0.104591042;1;1;1.122149747;0.672194834;0.999999999;1.038091433;1.390619831;0.107589297;1;1.154182544;0.501747693;1;0.085398611;0.070381812;0.687198963;0.687198748;0.000163591;745.1332191;745.1332191;8.2252E-59;0.019128461;0.02358543;5.54489E-16;9.90418E-13;256.0647059;1.9212E-13;0.729149416;0.120332499;0.878083091;1.04482E-13;4.664313887;3.3802E-12;0.079365079;0.415373429;0.645561155;0.08833026;0.009235451;0.039942574;0.068990543;9.65134E-12;19.73878539;0.896734334;19.73878555;0.896734337;9.61469E-15;0.085023181;-0.660789448;3.43314E-14;0.069444048;1.605989158;1.00002228;0.340079277;0.688457579;745.1328804;1.791138561;1.791138562;0.084833398;2.108649691;2.123588205;3.95557E-33;0.007409753;0.272745062;0.75989263;745.1332191;745.0877345;1.069675596;0.135934902;0.934893811;0.324232772;0.650585395;0.286476557;0.254582033;3.81794E-20;0.106564149;0.067303581;28.7332178;0.702430905;0.035538634;2.192098623;0.083782608;0.300374926;0.728922424;0.064778349;0.006730552;0.084392381;0.005395093;0.440764727;0.650585399;0.107299303;2.45942E-25;2.81039E-09;2.405929919;0.084833395;4.01911E-20;8.07247E-21;1.791138732;8.81585E-39;0.014938509;0.342644238;0.687783394;0.971762172;2;1.05354E-16;0.084392379;-0.005395093;-0.4876848;0.562668974;8.28485E-20;0.152274404;1;1;0.735047364;7.21088E-43;0.199087399;0.822949413;1;0.342644222;0.687783408;1.98631E-17;0.971762158;0.692307701;0.545454545;0.56666667;0.288361065;0.546666661;0.5;0.505494511;0.533333332;0.566666669;0.629213485;0.619047622;0.593406595;0.044072696;0.329008564;0.353657552;0.484782042;0.75280899
265;Pachur18_e1_session1;0.056642193;0.056642193;1;0.115085989;0.227029117;1.37374E-05;4124.736307;1;0.110263313;0.077844602;1;1;0.784127849;0.021201027;0.077840665;1;1;0.783866593;0.00014085;0.082344381;1;1.585749577;0.800096368;0.212670246;1;0.14271774;1;0.140266985;1.052198858;0.14024891;0.431036765;1.738263102;0.014680111;0.235029564;0.895640884;1.298161975;4.9938E-15;0.267928741;0.006616668;2.04003E-16;4.71913E-22;105.7069451;0.063878373;9.80841673;9.5922E-226;5.62229E-06;1.4943E-19;0.002623848;3.81608E-15;3.39969E-29;745.1332191;9.43156E-15;14.28020878;11.38088648;0.131958234;1.19273E-13;745.1332191;745.1332191;0.998548004;0.004095679;2.64833E-20;0.056642194;1.96527E-17;0.075595496;0.052942379;3.07167E-12;13.08635816;1;39.15504173;1;0.559289943;0.064393441;2.12588672;1.001216424;0.088217116;745.1332191;1.001226844;0.088221433;1;738.8110956;0.156946303;2.84973E-40;0.065535297;434.1576106;745.1332191;0.156945505;5.22023E-70;0.065535615;1;434.1590585;745.1332191;0.122759866;1;0.648403317;0.020471073;1;3.052592471;0.636886723;6.27868E-16;0.995645032;0.008024843;745.1332191;1;0.025795727;1.195797511;0.056642193;2.09897E-17;1.33775E-09;0.056642194;0.329143586;0.056642194;7.14858E-19;0.122759868;1;0.648403312;19.81442926;8.00507E-25;0.252675691;0.051593479;1.17774E-40;138.8010594;3.8043E-62;305.1585409;745.1332186;0.11508599;1;0.22702911;1;0.11311243;0.055137684;0.020520038;-1.782051999;6.12694E-11;1.67809E-17;0.070419605;1;1;2.371E-15;0.796523062;0.022210606;1;3.70304E-15;0.11508599;1;6.49572E-17;0.227029117;0.692307694;0.939393937;0.733333335;0.221721885;0.5;0.747252749;0.934065933;0.5;0.733333337;0.617977535;0.666666668;0.5;0.076255257;0.046905954;0.295025568;0.992225137;0.711111112
266;Pachur18_e1_session1;0.112072402;0.404413947;0.745656862;0.112253862;0.9950096;0.857536456;0.451913876;0.742954865;0.801088171;0.424535232;0.740757636;1;0.939329439;1;0.112787515;1;1;0.978472804;1;0.637569475;0.660511715;1;1;0.515000453;1;0.428460459;0.755738153;0.392496291;1.000000064;0.762421613;1;1.56720319;0.71735715;0.777555534;0.634100996;1;0.830149613;0.886086953;0.050151024;0.029024675;5.546234748;1.165548716;7.89751E-05;6.87317E-08;745.1332188;1.060457789;8.073993153;0.00054095;0.716045187;745.133219;1.10795E-09;7.30955E-14;0.770328388;0.181300015;0.886059384;1.5528E-18;0.018566584;4.061268784;0.657731837;0.437862339;0.685708443;0.112072401;1.03399E-18;0.057783139;0.103738054;292.8832136;14.67674739;0.744566287;15.82727533;0.740538503;0.041041257;0.107513472;0.375630058;5.824028431;0.118277743;2.51654E-11;7.324623542;0.438507988;0.739567079;2.03941E-11;3.33761E-13;0.018118936;0.130914758;745.1332191;639.0704632;1.96157615;1.947363501;1.0730386;0.573337211;3.587995673;3.709081799;1.524247877;0.160591473;0.927967344;0.304886792;0.687833724;0.84567661;0.179803402;0.687035452;0.915492958;0.000627133;745.1332191;1;0.042575819;1.63230177;0.112072402;1.80088E-16;1.61478E-09;0.112072401;0.192632092;0.112072404;1.1518E-18;0.609082153;0.687833719;0.152228158;2.29865E-14;1.035E-33;9.67281E-33;0.13069982;4.55929E-57;2.53593E-58;0.131974111;143.1630602;50.30141717;0.456175136;0.731451934;0.876975269;3;6.99441E-16;0.105862767;0.003969254;0.305444611;5.85772E-42;6.02844E-31;0.591674557;0.707516214;1;1.90381E-28;0.481913953;0.101097446;0.85158307;1;0.456175118;0.731451943;1.20359E-15;0.876975274;0.653846153;0.575757575;0.577777777;0.347872701;0.586666666;0.659340656;0.648351651;0.5;0.577777783;0.629213488;0.619047623;0.5;0.214961612;18.86584072;1.6081E-09;0.877676812;0.799999999
